fly	fname	condition	segment	location	fraction
3	flytrax20181123_162408.csv	rewarded	after_relocation	at_fictive_reward	0.025600282485875703
3	flytrax20181123_162408.csv	rewarded	baseline	at_fictive_reward	0.2175675675675676
3	flytrax20181123_162408.csv	rewarded	relocation	at_fictive_reward	0.0
3	flytrax20181123_162408.csv	rewarded	stimulation	at_fictive_reward	0.2592920353982301
3	flytrax20181123_162408.csv	rewarded	post-stim	at_fictive_reward	0.06687898089171974
4	flytrax20181127_162328.csv	rewarded	after_relocation	at_fictive_reward	0.10674525212835624
4	flytrax20181127_162328.csv	rewarded	baseline	at_fictive_reward	0.010269856877526492
4	flytrax20181127_162328.csv	rewarded	relocation	at_fictive_reward	0.0
4	flytrax20181127_162328.csv	rewarded	stimulation	at_fictive_reward	0.5562859490550535
4	flytrax20181127_162328.csv	rewarded	post-stim	at_fictive_reward	0.5208791208791209
5	flytrax20181204_163734.csv	rewarded	after_relocation	at_fictive_reward	0.04867006225240522
5	flytrax20181204_163734.csv	rewarded	baseline	at_fictive_reward	0.0
5	flytrax20181204_163734.csv	rewarded	relocation	at_fictive_reward	0.0
5	flytrax20181204_163734.csv	rewarded	stimulation	at_fictive_reward	0.2296060485475528
5	flytrax20181204_163734.csv	rewarded	post-stim	at_fictive_reward	0.19383259911894274
6	flytrax20181204_170930.csv	rewarded	after_relocation	at_fictive_reward	0.007786232525216777
6	flytrax20181204_170930.csv	rewarded	baseline	at_fictive_reward	0.00016702856188408218
6	flytrax20181204_170930.csv	rewarded	relocation	at_fictive_reward	0.0
6	flytrax20181204_170930.csv	rewarded	stimulation	at_fictive_reward	0.13429421185083504
6	flytrax20181204_170930.csv	rewarded	post-stim	at_fictive_reward	0.2465753424657534
7	flytrax20181205_182038.csv	non-rewarded	after_relocation	at_fictive_reward	0.004763469119579501
7	flytrax20181205_182038.csv	non-rewarded	baseline	at_fictive_reward	0.0
7	flytrax20181205_182038.csv	non-rewarded	relocation	at_fictive_reward	0.0
7	flytrax20181205_182038.csv	non-rewarded	stimulation	at_fictive_reward	0.9629629629629628
7	flytrax20181205_182038.csv	non-rewarded	post-stim	at_fictive_reward	0.0
8	flytrax20181205_184643.csv	non-rewarded	after_relocation	at_fictive_reward	0.0
8	flytrax20181205_184643.csv	non-rewarded	baseline	at_fictive_reward	0.052028491793124805
8	flytrax20181205_184643.csv	non-rewarded	relocation	at_fictive_reward	0.0
8	flytrax20181205_184643.csv	non-rewarded	stimulation	at_fictive_reward	0.018048128342245992
8	flytrax20181205_184643.csv	non-rewarded	post-stim	at_fictive_reward	0.0
9	flytrax20181207_161754.csv	rewarded	after_relocation	at_fictive_reward	0.04348579348579349
9	flytrax20181207_161754.csv	rewarded	baseline	at_fictive_reward	0.0
9	flytrax20181207_161754.csv	rewarded	relocation	at_fictive_reward	0.0
9	flytrax20181207_161754.csv	rewarded	stimulation	at_fictive_reward	0.6144697720515362
9	flytrax20181207_161754.csv	rewarded	post-stim	at_fictive_reward	0.24056603773584906
10	flytrax20181207_180201.csv	rewarded	after_relocation	at_fictive_reward	0.04371217215870881
10	flytrax20181207_180201.csv	rewarded	baseline	at_fictive_reward	0.0
10	flytrax20181207_180201.csv	rewarded	relocation	at_fictive_reward	0.0
10	flytrax20181207_180201.csv	rewarded	stimulation	at_fictive_reward	0.30067189249720044
10	flytrax20181207_180201.csv	rewarded	post-stim	at_fictive_reward	0.0
11	flytrax20181211_170828.csv	rewarded	after_relocation	at_fictive_reward	0.012853005068790727
11	flytrax20181211_170828.csv	rewarded	baseline	at_fictive_reward	0.0
11	flytrax20181211_170828.csv	rewarded	relocation	at_fictive_reward	0.0
11	flytrax20181211_170828.csv	rewarded	stimulation	at_fictive_reward	0.6257731958762887
11	flytrax20181211_170828.csv	rewarded	post-stim	at_fictive_reward	0.1895734597156398
12	flytrax20181211_183411.csv	rewarded	after_relocation	at_fictive_reward	0.0199738659697592
12	flytrax20181211_183411.csv	rewarded	baseline	at_fictive_reward	0.0
12	flytrax20181211_183411.csv	rewarded	relocation	at_fictive_reward	0.0
12	flytrax20181211_183411.csv	rewarded	stimulation	at_fictive_reward	0.6888888888888889
12	flytrax20181211_183411.csv	rewarded	post-stim	at_fictive_reward	0.1411764705882353
13	flytrax20181211_185727.csv	non-rewarded	after_relocation	at_fictive_reward	0.0
13	flytrax20181211_185727.csv	non-rewarded	baseline	at_fictive_reward	0.00021547080370609784
13	flytrax20181211_185727.csv	non-rewarded	relocation	at_fictive_reward	0.0
13	flytrax20181211_185727.csv	non-rewarded	stimulation	at_fictive_reward	0.012446958981612449
13	flytrax20181211_185727.csv	non-rewarded	post-stim	at_fictive_reward	0.0
14	flytrax20181211_192052.csv	non-rewarded	after_relocation	at_fictive_reward	0.0
14	flytrax20181211_192052.csv	non-rewarded	baseline	at_fictive_reward	0.0
14	flytrax20181211_192052.csv	non-rewarded	relocation	at_fictive_reward	0.0
14	flytrax20181211_192052.csv	non-rewarded	stimulation	at_fictive_reward	0.9565217391304348
14	flytrax20181211_192052.csv	non-rewarded	post-stim	at_fictive_reward	0.0
15	flytrax20181212_193040.csv	non-rewarded	after_relocation	at_fictive_reward	0.002013693113169553
15	flytrax20181212_193040.csv	non-rewarded	baseline	at_fictive_reward	0.006500290191526407
15	flytrax20181212_193040.csv	non-rewarded	relocation	at_fictive_reward	0.0
15	flytrax20181212_193040.csv	non-rewarded	stimulation	at_fictive_reward	0.9615384615384616
15	flytrax20181212_193040.csv	non-rewarded	post-stim	at_fictive_reward	0.0
16	flytrax20181214_174232.csv	rewarded	after_relocation	at_fictive_reward	0.0028005974607916355
16	flytrax20181214_174232.csv	rewarded	baseline	at_fictive_reward	0.006416040100250628
16	flytrax20181214_174232.csv	rewarded	relocation	at_fictive_reward	0.0
16	flytrax20181214_174232.csv	rewarded	stimulation	at_fictive_reward	0.39698836413415467
16	flytrax20181214_174232.csv	rewarded	post-stim	at_fictive_reward	0.3807266982622433
17	flytrax20181217_192137.csv	non-rewarded	after_relocation	at_fictive_reward	0.019109535066981875
17	flytrax20181217_192137.csv	non-rewarded	baseline	at_fictive_reward	0.02094484524086572
17	flytrax20181217_192137.csv	non-rewarded	relocation	at_fictive_reward	0.0
17	flytrax20181217_192137.csv	non-rewarded	stimulation	at_fictive_reward	0.6666666666666666
17	flytrax20181217_192137.csv	non-rewarded	post-stim	at_fictive_reward	0.0
18	flytrax20181218_164433.csv	non-rewarded	after_relocation	at_fictive_reward	0.01059696220416814
18	flytrax20181218_164433.csv	non-rewarded	baseline	at_fictive_reward	0.008877319450006674
18	flytrax20181218_164433.csv	non-rewarded	relocation	at_fictive_reward	0.0
18	flytrax20181218_164433.csv	non-rewarded	stimulation	at_fictive_reward	1.0
18	flytrax20181218_164433.csv	non-rewarded	post-stim	at_fictive_reward	0.0
19	flytrax20181218_175537.csv	non-rewarded	after_relocation	at_fictive_reward	0.010181190681622088
19	flytrax20181218_175537.csv	non-rewarded	baseline	at_fictive_reward	0.0
19	flytrax20181218_175537.csv	non-rewarded	relocation	at_fictive_reward	0.0
19	flytrax20181218_175537.csv	non-rewarded	stimulation	at_fictive_reward	0.75
19	flytrax20181218_175537.csv	non-rewarded	post-stim	at_fictive_reward	0.0
20	flytrax20190109_165747.csv	rewarded	after_relocation	at_fictive_reward	0.0
20	flytrax20190109_165747.csv	rewarded	baseline	at_fictive_reward	0.006415620641562064
20	flytrax20190109_165747.csv	rewarded	relocation	at_fictive_reward	0.0
20	flytrax20190109_165747.csv	rewarded	stimulation	at_fictive_reward	0.3865546218487395
20	flytrax20190109_165747.csv	rewarded	post-stim	at_fictive_reward	0.3701657458563536
21	flytrax20190110_152909.csv	non-rewarded	after_relocation	at_fictive_reward	0.0
21	flytrax20190110_152909.csv	non-rewarded	baseline	at_fictive_reward	0.0
21	flytrax20190110_152909.csv	non-rewarded	relocation	at_fictive_reward	0.0
21	flytrax20190110_152909.csv	non-rewarded	stimulation	at_fictive_reward	0.9545454545454546
21	flytrax20190110_152909.csv	non-rewarded	post-stim	at_fictive_reward	0.0
22	flytrax20190110_162901.csv	non-rewarded	after_relocation	at_fictive_reward	0.010640123562725244
22	flytrax20190110_162901.csv	non-rewarded	baseline	at_fictive_reward	0.0
22	flytrax20190110_162901.csv	non-rewarded	relocation	at_fictive_reward	0.0
22	flytrax20190110_162901.csv	non-rewarded	stimulation	at_fictive_reward	0.9726027397260274
22	flytrax20190110_162901.csv	non-rewarded	post-stim	at_fictive_reward	0.0
23	flytrax20190110_170616.csv	rewarded	after_relocation	at_fictive_reward	0.10194511983327544
23	flytrax20190110_170616.csv	rewarded	baseline	at_fictive_reward	0.015016685205784202
23	flytrax20190110_170616.csv	rewarded	relocation	at_fictive_reward	0.0
23	flytrax20190110_170616.csv	rewarded	stimulation	at_fictive_reward	0.5043630017452007
23	flytrax20190110_170616.csv	rewarded	post-stim	at_fictive_reward	0.11555555555555555
24	flytrax20190110_173636.csv	non-rewarded	after_relocation	at_fictive_reward	0.0
24	flytrax20190110_173636.csv	non-rewarded	baseline	at_fictive_reward	0.0
24	flytrax20190110_173636.csv	non-rewarded	relocation	at_fictive_reward	0.0
24	flytrax20190110_173636.csv	non-rewarded	stimulation	at_fictive_reward	0.95
24	flytrax20190110_173636.csv	non-rewarded	post-stim	at_fictive_reward	0.0
25	flytrax20190110_182810.csv	rewarded	after_relocation	at_fictive_reward	0.0106452313708451
25	flytrax20190110_182810.csv	rewarded	baseline	at_fictive_reward	0.0
25	flytrax20190110_182810.csv	rewarded	relocation	at_fictive_reward	0.0
25	flytrax20190110_182810.csv	rewarded	stimulation	at_fictive_reward	0.5760869565217391
25	flytrax20190110_182810.csv	rewarded	post-stim	at_fictive_reward	0.33360193392425463
26	flytrax20190111_164022.csv	non-rewarded	after_relocation	at_fictive_reward	0.0
26	flytrax20190111_164022.csv	non-rewarded	baseline	at_fictive_reward	0.0
26	flytrax20190111_164022.csv	non-rewarded	relocation	at_fictive_reward	0.0
26	flytrax20190111_164022.csv	non-rewarded	stimulation	at_fictive_reward	0.9444444444444444
26	flytrax20190111_164022.csv	non-rewarded	post-stim	at_fictive_reward	0.0
27	flytrax20190111_172208.csv	non-rewarded	after_relocation	at_fictive_reward	0.0
27	flytrax20190111_172208.csv	non-rewarded	baseline	at_fictive_reward	0.0180778739184178
27	flytrax20190111_172208.csv	non-rewarded	relocation	at_fictive_reward	0.0
27	flytrax20190111_172208.csv	non-rewarded	stimulation	at_fictive_reward	0.9523809523809524
27	flytrax20190111_172208.csv	non-rewarded	post-stim	at_fictive_reward	0.0
28	flytrax20190111_190138.csv	rewarded	after_relocation	at_fictive_reward	0.007544006705783738
28	flytrax20190111_190138.csv	rewarded	baseline	at_fictive_reward	0.0
28	flytrax20190111_190138.csv	rewarded	relocation	at_fictive_reward	0.0
28	flytrax20190111_190138.csv	rewarded	stimulation	at_fictive_reward	0.5070555032925682
28	flytrax20190111_190138.csv	rewarded	post-stim	at_fictive_reward	0.3723502304147465
29	flytrax20190111_192056.csv	rewarded	after_relocation	at_fictive_reward	0.016107678729037952
29	flytrax20190111_192056.csv	rewarded	baseline	at_fictive_reward	0.025810513062637708
29	flytrax20190111_192056.csv	rewarded	relocation	at_fictive_reward	0.0
29	flytrax20190111_192056.csv	rewarded	stimulation	at_fictive_reward	0.7330827067669173
29	flytrax20190111_192056.csv	rewarded	post-stim	at_fictive_reward	0.2332814930015552
30	flytrax20190116_152245.csv	rewarded	after_relocation	at_fictive_reward	0.03442125914036026
30	flytrax20190116_152245.csv	rewarded	baseline	at_fictive_reward	0.0
30	flytrax20190116_152245.csv	rewarded	relocation	at_fictive_reward	0.0
30	flytrax20190116_152245.csv	rewarded	stimulation	at_fictive_reward	0.4577191621411947
30	flytrax20190116_152245.csv	rewarded	post-stim	at_fictive_reward	0.1875
31	flytrax20190116_160702.csv	non-rewarded	after_relocation	at_fictive_reward	0.015264527320034691
31	flytrax20190116_160702.csv	non-rewarded	baseline	at_fictive_reward	0.0
31	flytrax20190116_160702.csv	non-rewarded	relocation	at_fictive_reward	0.0
31	flytrax20190116_160702.csv	non-rewarded	stimulation	at_fictive_reward	0.92
31	flytrax20190116_160702.csv	non-rewarded	post-stim	at_fictive_reward	0.0
32	flytrax20190116_163246.csv	non-rewarded	after_relocation	at_fictive_reward	0.0011123470522803112
32	flytrax20190116_163246.csv	non-rewarded	baseline	at_fictive_reward	0.0
32	flytrax20190116_163246.csv	non-rewarded	relocation	at_fictive_reward	0.0
32	flytrax20190116_163246.csv	non-rewarded	stimulation	at_fictive_reward	0.8571428571428571
32	flytrax20190116_163246.csv	non-rewarded	post-stim	at_fictive_reward	0.003154574132492113
33	flytrax20190116_180834.csv	rewarded	after_relocation	at_fictive_reward	0.0
33	flytrax20190116_180834.csv	rewarded	baseline	at_fictive_reward	0.0
33	flytrax20190116_180834.csv	rewarded	relocation	at_fictive_reward	0.0
33	flytrax20190116_180834.csv	rewarded	stimulation	at_fictive_reward	0.6487455197132617
33	flytrax20190116_180834.csv	rewarded	post-stim	at_fictive_reward	0.3291855203619909
34	flytrax20190116_192744.csv	rewarded	after_relocation	at_fictive_reward	0.010572987721691678
34	flytrax20190116_192744.csv	rewarded	baseline	at_fictive_reward	0.0
34	flytrax20190116_192744.csv	rewarded	relocation	at_fictive_reward	0.0
34	flytrax20190116_192744.csv	rewarded	stimulation	at_fictive_reward	0.5876623376623377
34	flytrax20190116_192744.csv	rewarded	post-stim	at_fictive_reward	0.0
35	flytrax20190118_164239.csv	non-rewarded	after_relocation	at_fictive_reward	0.0
35	flytrax20190118_164239.csv	non-rewarded	baseline	at_fictive_reward	0.0017902188949467004
35	flytrax20190118_164239.csv	non-rewarded	relocation	at_fictive_reward	0.0
35	flytrax20190118_164239.csv	non-rewarded	stimulation	at_fictive_reward	0.0
35	flytrax20190118_164239.csv	non-rewarded	post-stim	at_fictive_reward	0.0
36	flytrax20190118_171511.csv	non-rewarded	after_relocation	at_fictive_reward	0.007767995857068877
36	flytrax20190118_171511.csv	non-rewarded	baseline	at_fictive_reward	0.03155701101518309
36	flytrax20190118_171511.csv	non-rewarded	relocation	at_fictive_reward	0.0
36	flytrax20190118_171511.csv	non-rewarded	stimulation	at_fictive_reward	0.625
36	flytrax20190118_171511.csv	non-rewarded	post-stim	at_fictive_reward	0.0
37	flytrax20190118_181417.csv	non-rewarded	after_relocation	at_fictive_reward	0.05542043085476025
37	flytrax20190118_181417.csv	non-rewarded	baseline	at_fictive_reward	0.0029797377830750892
37	flytrax20190118_181417.csv	non-rewarded	relocation	at_fictive_reward	0.0
37	flytrax20190118_181417.csv	non-rewarded	stimulation	at_fictive_reward	0.95
37	flytrax20190118_181417.csv	non-rewarded	post-stim	at_fictive_reward	0.07614213197969544
38	flytrax20190119_171903.csv	non-rewarded	after_relocation	at_fictive_reward	0.002589555459646094
38	flytrax20190119_171903.csv	non-rewarded	baseline	at_fictive_reward	0.0
38	flytrax20190119_171903.csv	non-rewarded	relocation	at_fictive_reward	0.0
38	flytrax20190119_171903.csv	non-rewarded	stimulation	at_fictive_reward	0.9344262295081968
38	flytrax20190119_171903.csv	non-rewarded	post-stim	at_fictive_reward	0.0
39	flytrax20190119_174549.csv	non-rewarded	after_relocation	at_fictive_reward	0.0
39	flytrax20190119_174549.csv	non-rewarded	baseline	at_fictive_reward	0.00038550501156515033
39	flytrax20190119_174549.csv	non-rewarded	relocation	at_fictive_reward	0.0
39	flytrax20190119_174549.csv	non-rewarded	stimulation	at_fictive_reward	0.5
39	flytrax20190119_174549.csv	non-rewarded	post-stim	at_fictive_reward	0.0
0	flytrax20181123_114304.csv	rewarded	test200	at_fictive_reward	0.027000000000000003
1	flytrax20181123_152457.csv	rewarded	test200	at_fictive_reward	0.0
3	flytrax20181123_162408.csv	rewarded	test200	at_fictive_reward	0.0384807596201899
4	flytrax20181127_162328.csv	rewarded	test200	at_fictive_reward	0.0
5	flytrax20181204_163734.csv	rewarded	test200	at_fictive_reward	0.107
6	flytrax20181204_170930.csv	rewarded	test200	at_fictive_reward	0.021989005497251368
7	flytrax20181205_182038.csv	non-rewarded	test200	at_fictive_reward	0.0
8	flytrax20181205_184643.csv	non-rewarded	test200	at_fictive_reward	0.0
9	flytrax20181207_161754.csv	rewarded	test200	at_fictive_reward	0.0975
10	flytrax20181207_180201.csv	rewarded	test200	at_fictive_reward	0.0865
11	flytrax20181211_170828.csv	rewarded	test200	at_fictive_reward	0.0290519877675841
12	flytrax20181211_183411.csv	rewarded	test200	at_fictive_reward	0.03698150924537731
13	flytrax20181211_185727.csv	non-rewarded	test200	at_fictive_reward	0.0
14	flytrax20181211_192052.csv	non-rewarded	test200	at_fictive_reward	0.0
15	flytrax20181212_193040.csv	non-rewarded	test200	at_fictive_reward	0.005
16	flytrax20181214_174232.csv	rewarded	test200	at_fictive_reward	0.0074962518740629685
17	flytrax20181217_192137.csv	non-rewarded	test200	at_fictive_reward	0.015601409159536991
18	flytrax20181218_164433.csv	non-rewarded	test200	at_fictive_reward	0.015022533800701053
19	flytrax20181218_175537.csv	non-rewarded	test200	at_fictive_reward	0.03064935064935065
20	flytrax20190109_165747.csv	rewarded	test200	at_fictive_reward	0.0
21	flytrax20190110_152909.csv	non-rewarded	test200	at_fictive_reward	0.0
22	flytrax20190110_162901.csv	non-rewarded	test200	at_fictive_reward	0.0
23	flytrax20190110_170616.csv	rewarded	test200	at_fictive_reward	0.16899999999999998
24	flytrax20190110_173636.csv	non-rewarded	test200	at_fictive_reward	0.0
25	flytrax20190110_182810.csv	rewarded	test200	at_fictive_reward	0.0245
26	flytrax20190111_164022.csv	non-rewarded	test200	at_fictive_reward	0.0
27	flytrax20190111_172208.csv	non-rewarded	test200	at_fictive_reward	0.0
28	flytrax20190111_190138.csv	rewarded	test200	at_fictive_reward	0.013622603430877902
29	flytrax20190111_192056.csv	rewarded	test200	at_fictive_reward	0.03677581863979849
30	flytrax20190116_152245.csv	rewarded	test200	at_fictive_reward	0.0915
31	flytrax20190116_160702.csv	non-rewarded	test200	at_fictive_reward	0.0
32	flytrax20190116_163246.csv	non-rewarded	test200	at_fictive_reward	0.0
33	flytrax20190116_180834.csv	rewarded	test200	at_fictive_reward	0.0
34	flytrax20190116_192744.csv	rewarded	test200	at_fictive_reward	0.0
35	flytrax20190118_164239.csv	non-rewarded	test200	at_fictive_reward	0.0
36	flytrax20190118_171511.csv	non-rewarded	test200	at_fictive_reward	0.017281105990783408
37	flytrax20190118_181417.csv	non-rewarded	test200	at_fictive_reward	0.057028514257128564
38	flytrax20190119_171903.csv	non-rewarded	test200	at_fictive_reward	0.00633245382585752
39	flytrax20190119_174549.csv	non-rewarded	test200	at_fictive_reward	0.0
0	flytrax20181123_114304.csv	rewarded	test100	at_fictive_reward	0.054000000000000006
1	flytrax20181123_152457.csv	rewarded	test100	at_fictive_reward	0.0
3	flytrax20181123_162408.csv	rewarded	test100	at_fictive_reward	0.07692307692307693
4	flytrax20181127_162328.csv	rewarded	test100	at_fictive_reward	0.0
5	flytrax20181204_163734.csv	rewarded	test100	at_fictive_reward	0.214
6	flytrax20181204_170930.csv	rewarded	test100	at_fictive_reward	0.011
7	flytrax20181205_182038.csv	non-rewarded	test100	at_fictive_reward	0.0
8	flytrax20181205_184643.csv	non-rewarded	test100	at_fictive_reward	0.0
9	flytrax20181207_161754.csv	rewarded	test100	at_fictive_reward	0.195
10	flytrax20181207_180201.csv	rewarded	test100	at_fictive_reward	0.173
11	flytrax20181211_170828.csv	rewarded	test100	at_fictive_reward	0.0
12	flytrax20181211_183411.csv	rewarded	test100	at_fictive_reward	0.07392607392607392
13	flytrax20181211_185727.csv	non-rewarded	test100	at_fictive_reward	0.0
14	flytrax20181211_192052.csv	non-rewarded	test100	at_fictive_reward	0.0
15	flytrax20181212_193040.csv	non-rewarded	test100	at_fictive_reward	0.0
16	flytrax20181214_174232.csv	rewarded	test100	at_fictive_reward	0.014985014985014988
17	flytrax20181217_192137.csv	non-rewarded	test100	at_fictive_reward	0.0
18	flytrax20181218_164433.csv	non-rewarded	test100	at_fictive_reward	0.0
19	flytrax20181218_175537.csv	non-rewarded	test100	at_fictive_reward	0.0
20	flytrax20190109_165747.csv	rewarded	test100	at_fictive_reward	0.0
21	flytrax20190110_152909.csv	non-rewarded	test100	at_fictive_reward	0.0
22	flytrax20190110_162901.csv	non-rewarded	test100	at_fictive_reward	0.0
23	flytrax20190110_170616.csv	rewarded	test100	at_fictive_reward	0.338
24	flytrax20190110_173636.csv	non-rewarded	test100	at_fictive_reward	0.0
25	flytrax20190110_182810.csv	rewarded	test100	at_fictive_reward	0.049
26	flytrax20190111_164022.csv	non-rewarded	test100	at_fictive_reward	0.0
27	flytrax20190111_172208.csv	non-rewarded	test100	at_fictive_reward	0.0
28	flytrax20190111_190138.csv	rewarded	test100	at_fictive_reward	0.0274949083503055
